Station Address,City,State/Province,Transaction Date,Transaction Start Time,   Charging Time (minutes)   , Energy (kWh) , GHG Savings (kg) , Gasoline Savings (gallons) ,Port Type
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,8/9/2018,8:07 PM,18,1.08,0.46,0.14,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,8/9/2018,6:52 PM,86,8.06,3.38,1.01,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,8/9/2018,7:27 PM,35,2.11,0.89,0.27,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/9/2018,5:58 PM,107,10.67,4.48,1.34,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/9/2018,6:37 PM,54,1.98,0.83,0.25,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,8/9/2018,12:30 PM,143,9.94,4.17,1.25,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,8/9/2018,2:23 PM,65,3.41,1.43,0.43,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/9/2018,8:29 AM,125,12.87,5.41,1.62,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,8/9/2018,12:14 PM,73,3.58,1.5,0.45,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,8/9/2018,1:05 PM,74,4.48,1.88,0.56,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/9/2018,1:06 PM,61,6.22,2.61,0.78,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,8/9/2018,11:43 AM,100,6.35,2.67,0.8,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,8/9/2018,12:57 PM,  -    , -   , -   , -   ,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,8/9/2018,10:19 AM,88,5.32,2.24,0.67,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,8/9/2018,11:27 AM,   -     , -   , -   , -   ,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/9/2018,7:54 AM,127,12.13,5.1,1.52,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/9/2018,1:12 PM,81,7.79,3.27,0.98,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,8/10/2018,2:31 PM,65,3.73,1.57,0.47,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,8/10/2018,7:47 PM,165,9.99,4.19,1.25,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/10/2018,7:17 PM,158,8.15,3.42,1.02,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,8/10/2018,6:33 PM,140,7.15,3,0.9,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,8/10/2018,6:45 PM,128,14.84,6.23,1.86,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/10/2018,5:37 PM,107,9.5,3.99,1.19,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/10/2018,5:03 PM,115,10.91,4.58,1.37,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,8/10/2018,5:12 PM,78,8.44,3.55,1.06,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/10/2018,4:39 PM,92,5.44,2.29,0.68,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,8/10/2018,5:11 PM,   -     , -   , -   , -   ,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,8/10/2018,1:24 PM,70,4.2,1.77,0.53,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/10/2018,10:17 AM,121,11.4,4.79,1.43,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/10/2018,12:05 PM,54,5.35,2.25,0.67,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,8/10/2018,12:37 PM,31,1.9,0.8,0.24,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/10/2018,10:59 AM,102,10.35,4.35,1.3,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/10/2018,11:07 AM,50,4.95,2.08,0.62,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,8/10/2018,10:11 AM,95,9.53,4,1.2,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,8/10/2018,8:45 AM,80,4.82,2.02,0.6,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,8/10/2018,12:33 AM,93,4.5,1.89,0.57,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/10/2018,7:01 AM,120,11.54,4.85,1.45,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/11/2018,8:20 PM,137,13.08,5.5,1.64,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,8/11/2018,9:56 PM,51,5.57,2.34,0.7,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/11/2018,8:33 PM,109,5.46,2.29,0.69,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/11/2018,7:50 PM,119,10.35,4.35,1.3,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,8/11/2018,6:44 PM,130,15.15,6.36,1.9,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/11/2018,5:57 PM,167,17.25,7.24,2.17,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/11/2018,12:48 PM,253,13.58,5.71,1.71,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,8/11/2018,2:57 PM,39,3.97,1.67,0.5,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/11/2018,1:44 PM,33,2.93,1.23,0.37,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,8/11/2018,1:45 PM,52,3.3,1.39,0.42,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,8/11/2018,1:05 PM,66,3.95,1.66,0.5,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,8/11/2018,12:12 PM,74,6.08,2.55,0.76,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/11/2018,12:10 PM,40,2.09,0.88,0.26,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/11/2018,12:47 PM,   -     , -   , -   , -   ,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,8/11/2018,11:59 AM,33,1.69,0.71,0.21,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,8/11/2018,10:49 AM,97,3.24,1.36,0.41,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,8/11/2018,10:25 AM,93,8.96,3.76,1.12,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,8/11/2018,11:06 AM,21,1.24,0.52,0.16,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,8/11/2018,9:06 AM,43,4.2,1.76,0.53,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,8/11/2018,10:12 AM,10,0.52,0.22,0.07,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,8/11/2018,9:53 AM,29,2.34,0.98,0.29,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,8/11/2018,10:07 AM,1,0.03,0.01,0,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,8/11/2018,9:23 AM,23,2.26,0.95,0.28,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,8/12/2018,7:17 PM,554,54.6,22.93,6.85,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/12/2018,8:59 PM,139,13.92,5.85,1.75,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/12/2018,6:20 PM,102,6.69,2.81,0.84,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/12/2018,8:01 PM,8,0.79,0.33,0.1,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/12/2018,6:05 PM,105,10.34,4.34,1.3,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,8/12/2018,5:55 PM,103,6.15,2.58,0.77,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/12/2018,4:59 PM,134,6.97,2.93,0.88,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/12/2018,6:04 PM,60,2.94,1.24,0.37,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/12/2018,5:07 PM,116,11.48,4.82,1.44,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,8/12/2018,4:51 PM,58,3.51,1.48,0.44,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,8/12/2018,3:08 PM,128,13.61,5.72,1.71,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,8/12/2018,12:29 PM,114,11.57,4.86,1.45,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/12/2018,2:53 PM,53,5.02,2.11,0.63,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/12/2018,1:28 PM,124,11.2,4.7,1.41,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,8/12/2018,2:56 PM,   -     , -   , -   , -   ,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/12/2018,2:49 PM,   -     , -   , -   , -   ,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,8/12/2018,10:48 AM,104,4.94,2.08,0.62,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,8/12/2018,10:30 AM,130,7.82,3.28,0.98,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,8/12/2018,10:30 AM,30,3.05,1.28,0.38,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,8/12/2018,8:07 AM,145,14.56,6.11,1.83,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,8/12/2018,8:48 AM,99,6.2,2.61,0.78,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,8/13/2018,12:43 PM,166,9.85,4.14,1.24,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,8/13/2018,11:57 AM,94,4.41,1.85,0.55,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,8/13/2018,10:30 PM,61,3.64,1.53,0.46,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,8/13/2018,9:09 PM,46,2.44,1.02,0.31,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,8/13/2018,6:50 PM,51,3.07,1.29,0.39,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,8/13/2018,5:54 PM,80,9.29,3.9,1.17,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/13/2018,5:01 PM,126,7.01,2.94,0.88,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,8/13/2018,4:42 PM,53,3.18,1.34,0.4,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,8/13/2018,5:48 PM,   -     , -   , -   , -   ,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,8/13/2018,1:39 PM,32,1.55,0.65,0.2,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,8/13/2018,1:41 PM,94,9.56,4.02,1.2,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,8/13/2018,2:18 PM,18,0.66,0.28,0.08,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,8/13/2018,10:24 AM,121,7.74,3.25,0.97,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/13/2018,8:27 AM,193,19.51,8.19,2.45,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,8/13/2018,11:00 AM,141,13.96,5.87,1.75,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/13/2018,12:19 PM,28,2.71,1.14,0.34,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,8/13/2018,10:33 AM,122,7.36,3.09,0.92,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,8/13/2018,12:43 PM,   -     , -   , -   , -   ,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,8/13/2018,8:22 AM,121,7.79,3.27,0.98,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,8/14/2018,4:05 PM,15,0.75,0.32,0.09,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,8/14/2018,10:46 AM,40,0.69,0.29,0.09,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/14/2018,7:01 PM,23,2.26,0.95,0.28,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,8/14/2018,8:31 PM,57,3.06,1.28,0.38,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/14/2018,5:38 PM,93,9.59,4.03,1.2,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/14/2018,5:05 PM,69,6.92,2.91,0.87,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,8/14/2018,7:54 PM,   -     , -   , -   , -   ,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,8/14/2018,2:51 PM,127,12.78,5.37,1.6,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,8/14/2018,2:11 PM,88,5.61,2.36,0.7,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/14/2018,12:59 PM,112,10.19,4.28,1.28,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,8/14/2018,12:03 PM,127,8.17,3.43,1.03,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,8/14/2018,12:11 PM,103,11.59,4.87,1.45,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,8/14/2018,12:50 PM,28,1.53,0.64,0.19,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/14/2018,11:48 AM,43,0.55,0.23,0.07,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/14/2018,11:37 AM,47,4.66,1.96,0.59,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/14/2018,6:17 AM,114,11.03,4.63,1.38,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/14/2018,6:14 AM,1,0.04,0.02,0.01,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,8/15/2018,12:59 PM,   -     , -   , -   , -   ,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,8/15/2018,9:23 PM,552,54.6,22.93,6.85,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,8/15/2018,8:47 PM,115,13.61,5.72,1.71,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,8/15/2018,7:33 PM,110,12.05,5.06,1.51,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,8/15/2018,8:22 PM,43,4.23,1.78,0.53,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,8/15/2018,6:07 PM,170,17.17,7.21,2.16,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,8/15/2018,7:11 PM,92,9.02,3.79,1.13,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/15/2018,5:38 PM,161,16.34,6.86,2.05,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,8/15/2018,5:00 PM,109,10.64,4.47,1.34,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,8/15/2018,5:29 PM,30,1.42,0.6,0.18,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,8/15/2018,3:58 PM,115,12.68,5.32,1.59,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,8/15/2018,4:51 PM,31,3.09,1.3,0.39,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/15/2018,8:40 AM,172,12.53,5.26,1.57,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,8/15/2018,10:37 AM,110,11.75,4.94,1.48,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,8/15/2018,8:52 AM,164,11.19,4.7,1.4,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,8/15/2018,10:15 AM,48,4.8,2.02,0.6,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,8/16/2018,4:03 PM,38,1.79,0.75,0.23,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,8/16/2018,3:34 PM,140,8.92,3.75,1.12,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,8/16/2018,7:56 PM,440,42.03,17.65,5.27,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,8/16/2018,8:32 PM,77,4.07,1.71,0.51,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/16/2018,5:47 PM,232,24.23,10.18,3.04,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,8/16/2018,7:34 PM,84,8.5,3.57,1.07,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/16/2018,5:13 PM,71,2.65,1.11,0.33,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,8/16/2018,5:05 PM,128,13.39,5.62,1.68,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,8/16/2018,5:47 PM,44,2.64,1.11,0.33,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,8/16/2018,1:42 PM,95,5.13,2.15,0.64,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/16/2018,12:26 PM,29,0.6,0.25,0.08,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,8/16/2018,11:05 AM,100,5.77,2.42,0.72,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,8/16/2018,1:15 PM,43,3.57,1.5,0.45,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/16/2018,10:55 AM,166,13.64,5.73,1.71,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,8/16/2018,12:20 PM,23,2.33,0.98,0.29,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,8/16/2018,9:29 AM,59,6.39,2.69,0.8,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,8/16/2018,7:25 AM,106,6.46,2.72,0.81,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/16/2018,6:27 AM,155,14.92,6.27,1.87,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,8/16/2018,6:33 AM,57,2.64,1.11,0.33,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/17/2018,7:07 PM,195,15.44,6.49,1.94,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/17/2018,5:43 PM,173,8.11,3.41,1.02,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,8/17/2018,8:35 PM,55,2.9,1.22,0.36,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,8/17/2018,6:31 PM,   -     , -   , -   , -   ,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,8/17/2018,6:30 PM,72,3.98,1.67,0.5,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,8/17/2018,5:47 PM,92,9.04,3.8,1.13,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,8/17/2018,3:27 PM,117,7.24,3.04,0.91,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,8/17/2018,1:34 PM,150,15.4,6.47,1.93,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,8/17/2018,11:32 AM,245,25.57,10.74,3.21,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/17/2018,12:55 PM,138,13.93,5.85,1.75,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/17/2018,1:48 PM,80,7.91,3.32,0.99,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,8/17/2018,12:24 PM,210,20.68,8.69,2.6,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/17/2018,12:41 PM,112,11.4,4.79,1.43,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/17/2018,10:42 AM,130,13.26,5.57,1.66,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,8/17/2018,9:01 AM,96,5.42,2.28,0.68,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/17/2018,8:18 AM,142,13.4,5.63,1.68,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,8/17/2018,8:15 AM,43,2.52,1.06,0.32,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/17/2018,6:35 AM,140,13.38,5.62,1.68,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/18/2018,7:31 PM,161,15.67,6.58,1.97,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/18/2018,8:07 PM,110,10.19,4.28,1.28,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/18/2018,6:50 PM,108,10.79,4.53,1.35,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/18/2018,6:35 PM,85,8.48,3.56,1.06,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,8/18/2018,11:05 AM,294,22.85,9.6,2.87,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,8/18/2018,1:47 PM,34,1.87,0.78,0.23,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,8/18/2018,1:53 PM,21,1.27,0.53,0.16,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,8/18/2018,12:58 PM,73,4.04,1.7,0.51,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/18/2018,11:00 AM,145,7.73,3.25,0.97,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/18/2018,1:23 PM,   -     , -   , -   , -   ,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/18/2018,1:20 PM,   -     , -   , -   , -   ,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,8/18/2018,10:35 AM,36,3.1,1.3,0.39,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,8/18/2018,11:51 AM,53,3.24,1.36,0.41,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,8/18/2018,10:19 AM,45,1.63,0.69,0.21,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,8/18/2018,9:25 AM,65,3.34,1.4,0.42,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,8/18/2018,8:55 AM,32,1.68,0.71,0.21,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,8/18/2018,8:59 AM,69,0.11,0.05,0.01,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,8/19/2018,6:04 PM,118,11.89,5,1.49,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/19/2018,6:29 PM,102,10.47,4.4,1.31,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/19/2018,4:51 PM,125,12.55,5.27,1.58,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/19/2018,4:21 PM,56,4.37,1.83,0.55,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/19/2018,4:07 PM,1,0.05,0.02,0.01,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/19/2018,4:04 PM,   -     , -   , -   , -   ,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/19/2018,1:52 PM,59,1.34,0.56,0.17,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/19/2018,2:24 PM,   -     , -   , -   , -   ,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/19/2018,2:22 PM,   -     , -   , -   , -   ,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/19/2018,1:15 PM,32,3.19,1.34,0.4,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,8/19/2018,12:21 PM,75,7.86,3.3,0.99,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/19/2018,11:10 AM,54,5.43,2.28,0.68,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,8/20/2018,12:54 PM,96,5.83,2.45,0.73,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,8/20/2018,9:59 PM,511,50.74,21.31,6.37,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/20/2018,7:17 PM,148,14.37,6.04,1.8,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/20/2018,7:26 PM,131,12.71,5.34,1.6,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/20/2018,5:29 PM,93,9.44,3.97,1.19,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,8/20/2018,6:08 PM,24,1.42,0.6,0.18,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,8/20/2018,4:12 PM,126,6.64,2.79,0.83,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/20/2018,4:17 PM,90,8.87,3.73,1.11,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,8/20/2018,3:39 PM,114,12.3,5.16,1.54,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,8/20/2018,9:38 AM,126,7.79,3.27,0.98,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/20/2018,7:13 PM,   -     , -   , -   , -   ,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,8/20/2018,1:10 PM,166,16.59,6.97,2.08,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,8/20/2018,12:17 PM,109,11.42,4.79,1.43,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,8/20/2018,11:28 AM,109,4.42,1.86,0.56,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,8/20/2018,12:05 PM,65,6.07,2.55,0.76,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,8/20/2018,11:31 AM,52,1.59,0.67,0.2,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,8/20/2018,7:27 AM,130,8.34,3.5,1.05,Level 2
"Laan van Puntenburg 2, 3511 ER",Utrecht,Utrecht,8/21/2018,2:52 PM,28,2.29,0.96,0.29,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,8/21/2018,3:04 PM,   -     , -   , -   , -   ,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,8/21/2018,8:47 PM,534,53.19,22.34,6.68,Level 2
